sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,51,0,0,4,1,35,0
1,36,0,0,0,1,84,0
1,26,0,0,3,1,316,1
1,21,0,0,1,0,294,0
1,59,0,0,5,1,21,0
1,29,0,2,7,0,32,1
1,37,0,0,4,0,150,0
1,41,0,0,0,1,117,0
1,23,0,0,0,0,49,1
0,54,0,0,1,1,35,0
1,30,0,0,2,1,35,0
1,28,0,0,0,1,35,1
1,22,0,0,0,1,35,0
1,21,0,0,0,0,158,1
1,27,0,0,1,1,88,0
1,61,0,0,4,1,21,1
1,60,0,0,0,1,205,1
0,22,0,0,1,0,236,0
0,49,0,0,3,0,158,0
0,61,0,0,1,1,87,0
1,51,0,0,7,1,117,1
0,49,0,0,2,0,154,0
0,24,0,0,0,0,276,1
0,36,0,0,4,1,35,1
1,42,0,0,5,0,363,0
1,36,0,0,9,0,118,0
1,57,0,0,14,0,363,1
1,36,0,0,0,1,35,0
1,34,0,0,3,1,112,1
1,24,0,0,2,1,363,1
1,32,0,0,0,0,206,0
1,25,0,0,1,0,140,0
0,30,0,0,2,1,35,1
1,35,0,0,8,1,35,1
1,43,0,0,0,1,35,0
1,28,0,0,1,0,363,0
1,32,0,0,4,0,146,0
1,23,0,0,0,0,260,0
0,20,0,0,0,1,35,1
1,30,0,1,19,0,267,1
1,30,0,0,2,1,35,0
1,21,0,0,0,1,154,1
1,30,0,0,0,1,239,1
1,20,0,0,0,0,267,0
1,23,0,0,0,0,103,0
1,23,0,0,0,0,174,0
0,33,0,0,3,1,41,0
